Ticket ID,Customer Name,text,emotion,Technical Details
TKT01725,Customer1725,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Satellite, Speed Test: 22 Mbps down / 96 Mbps up, Router: TP-Link Archer"
TKT01726,Customer1726,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Cable, Speed Test: 132 Mbps down / 9 Mbps up, Router: Google Nest WiFi"
TKT01727,Customer1727,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Cable, Speed Test: 102 Mbps down / 91 Mbps up, Router: TP-Link Archer"
TKT01728,Customer1728,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: DSL, Speed Test: 357 Mbps down / 25 Mbps up, Router: ISP Provided Modem"
TKT01729,Customer1729,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: DSL, Speed Test: 33 Mbps down / 72 Mbps up, Router: Linksys Velop"
TKT01730,Customer1730,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Cable, Speed Test: 436 Mbps down / 30 Mbps up, Router: Linksys Velop"
TKT01731,Customer1731,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: Fiber, Speed Test: 97 Mbps down / 31 Mbps up, Router: Netgear Nighthawk"
TKT01732,Customer1732,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Cable, Speed Test: 332 Mbps down / 29 Mbps up, Router: Netgear Nighthawk"
TKT01733,Customer1733,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Cable, Speed Test: 404 Mbps down / 64 Mbps up, Router: TP-Link Archer"
TKT01734,Customer1734,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: DSL, Speed Test: 226 Mbps down / 96 Mbps up, Router: Google Nest WiFi"
TKT01735,Customer1735,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Cable, Speed Test: 412 Mbps down / 93 Mbps up, Router: Linksys Velop"
TKT01736,Customer1736,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: Fiber, Speed Test: 208 Mbps down / 94 Mbps up, Router: ISP Provided Modem"
TKT01737,Customer1737,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Fiber, Speed Test: 18 Mbps down / 14 Mbps up, Router: Google Nest WiFi"
TKT01738,Customer1738,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Cable, Speed Test: 143 Mbps down / 7 Mbps up, Router: ISP Provided Modem"
TKT01739,Customer1739,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Satellite, Speed Test: 22 Mbps down / 60 Mbps up, Router: Google Nest WiFi"
TKT01740,Customer1740,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: DSL, Speed Test: 405 Mbps down / 45 Mbps up, Router: TP-Link Archer"
TKT01741,Customer1741,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: Cable, Speed Test: 348 Mbps down / 67 Mbps up, Router: Linksys Velop"
TKT01742,Customer1742,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Satellite, Speed Test: 254 Mbps down / 100 Mbps up, Router: ISP Provided Modem"
TKT01743,Customer1743,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: DSL, Speed Test: 479 Mbps down / 51 Mbps up, Router: Linksys Velop"
TKT01744,Customer1744,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Cable, Speed Test: 108 Mbps down / 86 Mbps up, Router: ISP Provided Modem"
TKT01745,Customer1745,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Fiber, Speed Test: 88 Mbps down / 73 Mbps up, Router: Linksys Velop"
TKT01746,Customer1746,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: Fiber, Speed Test: 40 Mbps down / 33 Mbps up, Router: TP-Link Archer"
TKT01747,Customer1747,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: DSL, Speed Test: 91 Mbps down / 20 Mbps up, Router: Google Nest WiFi"
TKT01748,Customer1748,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Fiber, Speed Test: 10 Mbps down / 90 Mbps up, Router: Netgear Nighthawk"
TKT01749,Customer1749,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: DSL, Speed Test: 329 Mbps down / 68 Mbps up, Router: Linksys Velop"
TKT01750,Customer1750,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Fiber, Speed Test: 448 Mbps down / 51 Mbps up, Router: Linksys Velop"
TKT01751,Customer1751,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Cable, Speed Test: 320 Mbps down / 94 Mbps up, Router: Netgear Nighthawk"
TKT01752,Customer1752,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: DSL, Speed Test: 313 Mbps down / 15 Mbps up, Router: ISP Provided Modem"
TKT01753,Customer1753,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Cable, Speed Test: 437 Mbps down / 70 Mbps up, Router: TP-Link Archer"
TKT01754,Customer1754,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: Satellite, Speed Test: 233 Mbps down / 43 Mbps up, Router: Linksys Velop"
TKT01755,Customer1755,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Satellite, Speed Test: 64 Mbps down / 93 Mbps up, Router: TP-Link Archer"
TKT01756,Customer1756,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Cable, Speed Test: 250 Mbps down / 86 Mbps up, Router: TP-Link Archer"
TKT01757,Customer1757,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Cable, Speed Test: 415 Mbps down / 95 Mbps up, Router: Linksys Velop"
TKT01758,Customer1758,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Fiber, Speed Test: 198 Mbps down / 53 Mbps up, Router: Netgear Nighthawk"
TKT01759,Customer1759,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: DSL, Speed Test: 371 Mbps down / 56 Mbps up, Router: Google Nest WiFi"
TKT01760,Customer1760,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Fiber, Speed Test: 163 Mbps down / 12 Mbps up, Router: Linksys Velop"
TKT01761,Customer1761,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: DSL, Speed Test: 492 Mbps down / 87 Mbps up, Router: TP-Link Archer"
TKT01762,Customer1762,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Cable, Speed Test: 211 Mbps down / 60 Mbps up, Router: TP-Link Archer"
TKT01763,Customer1763,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Satellite, Speed Test: 36 Mbps down / 31 Mbps up, Router: Netgear Nighthawk"
TKT01764,Customer1764,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Satellite, Speed Test: 318 Mbps down / 37 Mbps up, Router: Netgear Nighthawk"
TKT01765,Customer1765,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Satellite, Speed Test: 49 Mbps down / 85 Mbps up, Router: ISP Provided Modem"
TKT01766,Customer1766,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Cable, Speed Test: 285 Mbps down / 46 Mbps up, Router: Netgear Nighthawk"
TKT01767,Customer1767,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: Cable, Speed Test: 325 Mbps down / 50 Mbps up, Router: ISP Provided Modem"
